label,content
1,"学化妆美甲纹绣扮靓她人来改善自己的仪表形象，就业范围广，薪资高，小投资，高回报，卓尚形象设计彩妆、美甲、纹绣培训是中国国际形象教育联盟
"
0,"没有google地图根本不认识路了啊
"
0,"然后百度了感觉不化妆会被丑哭
"
0,"额头上、脸上不时冒出粉刺、痘痘、黑头
"
1,"亲爱的姐妹们，x.x节活动已经新鲜出炉了，打折门店包括：汇通大楼，时代商都，龙透关，维多利亚，龙南，城北商都，万像城，蓝田，卫品部分x
"
0,"主打专业：护理临床医学中药助产文理兼收联系人：薛老师15964530030
"
0,"改名后怎么在电脑端还能搜索到
"
0,"码农的一天是从电脑开始的…基本上面前摆一台电脑
"
0,"我一直觉得医院就是一个连空气里都是细菌的地方
"
0,"若盗窃时被老人发现或老人家中钱少
"
0,"这个地方有多腐败你们可以来查查
"
0,"一个25岁的小哥靠着航空公司的规则漏洞…
"
1,"xxxxxxxxxxx陈会计：发/票：用后结算。{
"
0,"小花儿再见希望你在另一个地方没有金钱没有利益的伤害会得到别人的信任幸好昨天晚上多看了你几眼没保护好你对不起
"
0,"打开手机发现那条黑色短裤还躺在我的购物车里
"
0,"包括阿里巴巴、京东、360等
"
0,"不用windows没法玩儿用rpgmaker制作的游戏
"
0,"美国的法律才是我们敬畏的
"
0,"02年第二轮56顺位被马刺选中
"
0,"防晒防汗、给你长达12小时的严密防护哦
"
0,"微軟曾表示Edge瀏覽器使用體驗均高於其他知名瀏覽器
"
0,"我院胸外科为2例右上肺癌患者成功进行了单孔胸腔镜下肺叶切除加淋巴结清扫手术
"
0,"Panasonic松下ES2113PC电动修眉器$17
"
0,"BeautyBuffet山羊奶美白滋润保湿身体润肤乳使用方法：沐浴后使用
"
0,"我帮你把手机修好了贴上了新膜换上当初你最喜欢的手机套放在抽屉里一直没有什么理由还给你
"
0,"惠普：市场上所有畅销的智能手表都有安全问题
"
1,"祝贺！您的微信号已被选为今日的二等奖用户。您将获得《微信四周年庆典》感恩回馈送出奖金xxxxxx元人民币及苹果平板电脑一台。请登入活动
"
0,"我当然是…坚持把医院内部探索完了啦
"
0,"微软Windowsxx系统亮相：一个充满了“中国元素”的操作平台
"
0,"我真傻好像又被潜规则了一次
"
0,"李老师：18792574499
"
0,"感谢Grace姐台下对我的鼓励
"
0,"玩个过山车也是玩出个后遗症了
"
0,"阿里巴巴集团CEO张勇出席并发表“小县域
"
1,"(x/x)感谢致电布丁酒店上海松江欢乐谷大学城体育馆店，酒店位于新松江路xxxx弄xxx号新松江路与江学路交叉口。手机APP预定享最优价格最
"
0,"个人认为地位和youbelongwitnme的地铁现场并列
"
1,"在这元宵佳节之际，红蜻蜓服饰祝愿名位节日快乐！合家团圆！幸福美满！财源广进！xxxx年春装新款T恤、衬衫已全面上市。敬请恭候您的光临！
"
0,"不想玩神雕了在玩花千骨我叫大MM快来找我
"
0,"安徽中天恒律师事务所合伙人安徽省知识产权局复专家顾问团成员
"
0,"肾病综合征是临床上一种常见的肾病
"
0,"是我小瞧南通的夏天了么真的好热哦
"
0,"出发前特登去银行换了100sgd
"
1,"为感谢新老顾客对本店的大力支持！从即日起至x月x日元霄节结束特推出优惠活动！（原价xx元一打xx元半打的生耗、扇贝、天鹅蛋、黄金贝、青
"
0,"我试了一下在手机上和官网上都可以搜到哦
"
0,"如今300多家城市客户都选择了数字政通
"
0,"棒棒的加油～我刚刚用Nike+以10'13''/公里的速度跑了5
"
0,"我是通过饼饼井的cos才知道的这首歌
"
0,"常州玲珑花园x岁小男孩被反锁
"
0,"宽松牛仔裤简单却不单调很百搭不管怎么穿都能够时尚得很随意大方无论哪个季节氧气女神宅家出街的必备单款另外穿上这个不仅氧气+洋气
"
0,"在一切变好之前给好运一点时间
"
1,"摩尔玛贝因美奶粉x月x曰奶粉打x、x折，欢迎新老顾客光临!
"
0,"未来三年还将新增xx亿平方米的物业管理规模
"
0,"作为一个看客祝福他们况且人家也没有做违法乱纪的事情加油祝福
"
0,"伊思红参眼霜断货王一点都不输雅诗兰黛的口碑眼霜
"
0,"从而表明9月份加息的可能降低但是12月份的加息可能升高
"
0,"把这个“关于飞机安全你一定要知道的10个常识”分享给大家
"
0,"熟悉Dreamweaver等制作工具
"
0,"平onotwanttodothewaifotcannotbeexpressedbu种绝技
"
0,"也就是俗称的“挂名股东”在法律上相对应的名称是
"
0,"去装修一个温馨韩味又不失优雅的家
"
0,"或者电梯一开外面站着杀人犯
"
0,"要给国礼手机一个降价幅度的话
"
0,"浙江省率先简化光伏上网电价审核整个申请过程至少可节省1个月
"
0,"要进一步加强对食品、药品的监管力度
"
0,"常州的出租车师傅开车真的很凶猛
"
0,"或要先交押金再见面的招聘条件
"
0,"海河东路与十五经路交口中心隔离带被撞移位
"
0,"曾經為了少女去了oneokrock在台灣的演唱會
"
0,"来上海ChinaJoy电信爱游戏展台
"
0,"没想到xxxxx真的给回信息了：“来找我啊
"
0,"2、设立防控及病人医疗救助专项基金
"
0,"就是那个把我从集团信息化中心要过来的那个人——本来还有怨念的
"
0,"有xx项民生实事提前或超额完成
"
0,"你可以摆在桌子上的“三环一体”：由三个大小不一的圆环组成
"
0,"17+特别想知道孕中期能不能做飞机高铁
"
0,"对房地产经纪要求也更加严格
"
0,"其发展也直接导致投资理财更多元化
"
0,"化妆水是护肤程序中非常关键的一步
"
0,"不是骂政策就是说机构不作为
"
0,"反腐败要最终取得决定性的胜利
"
0,"东京成田机场专门赶飞机的游客修了田径跑道
"
0,"秦淮夫子庙说到秦淮河
"
0,"感觉surfacepx或者px就应该完全可以做到全面无短板在整个电脑消费市场里这样才对
"
0,"接着不停百度护理相关的资料
"
0,"涨幅不到50%的股票一般不会出现主升浪
"
0,"无锡动物园女郎表演裸露上身被质疑很黄很暴力
"
0,"哦不对我是遇到了4次城管orz
"
0,"要知道世界上成功的人大有人在
"
0,"大家在电脑讯雷找不到新仙剑奇侠传一可以在QQ游戏里找输入
"
1,"感谢致电布丁酒店杭州九堡客运中心店，down.podinns.com 下载布丁酒店APP，专享xx点后夜宵特价最低x折起，详询xxxx
"
0,"人对于味道感知的80%来自于气味
"
0,"中国礼仪协会顾问、学术委员会委员
"
0,"快来扫我推荐好友领取红包
"
1,"好消息！好消息！热烈祝贺罗丽芬美容集团xxxx年xx年大庆，同时提倡爱护环境，保护地球！特设定三八节空瓶换购节，面膜只需十几元换购，赶
"
0,"依靠群众反腐侯悟宇为什
"
0,"梦到曺圭贤把他的八张信用卡都给我了
"
0,"不知道早晨赶地铁很烦躁的说
"
0,"互联网金融中介品牌命名：互联网金融中介品牌命名P2P互联网金融一直处于舆论的风口浪尖
"
0,"印度xx歲女搭的士疑遭迷姦姦後遺棄路上&gt
"
0,"哗哗哗…听雨、读书、冥思、晚安
"
0,"总有一种回到赤脚医生年代的赶脚
"
0,"前两天下班路过701江苏路车站
"
0,"接着出现的就将是机器人取代人类
"
0,"动下你们的大脑想哈福布斯第四家中各种豪车都有有自己的香水品牌
"
