content,label
为庆祝三八妇女节，x月x至x月x沙河天虹玉兰油专柜推出全场x折优惠，另折后xxx再减xxx， xxxx减xxx，相当于x.x折哦！机不,1
"您好我是贾汪店健美丽人会籍顾问，三八妇女节公司推出活动，老会员续年卡可享受八折优惠，如果你身边有朋友需要办卡，可享受买一送一的活动，就
",1
欢迎致电向日葵数码，本公司主要经营电脑配件、笔记本电脑维修，平板电脑维修、电脑组装、电脑日常维护等业务，欢迎您的来电我们将竭诚为您服务,1
"本店有学生所用本，铅笔，圆珠笔，彩笔，铅笔盒等各种学习用品进价销售，欲购从速，谢谢支持！
",1
哥哥你好！我是白头中学的一名高中生、今年十七岁、有着漂亮的脸蛋、身材也很好、皮肤很白、希望哥哥能帮帮我，我愿用自己来报答,1
"好消息（王宇名品）不计成本，冬装全场xx~x.x折有史以来.空前绝后.机不可失，时不再来，亲们'快点行动吧! 活动时间xxxx年x月x
",1
"您好，一兆韦德健身启明运动馆推出史上最优惠三年卡xxxx，仅限本月前xxx个名额。欢迎您来电咨询，一兆韦德健身汪普凡祝您生活愉快！
",1
您好，我是江铃汽车萧山孟益锋，感谢您的关注，欢迎来店看车试驾，我将竭诚为您服务。电话：xxxxxxxxxxx，地址：杭州萧山新世纪市场,1
"x月xx日-x月xx日，苏宁燕郊福成店春季家装购物节盛大开幕，美的空调 康佳彩电 全年最低价，全城价保让您放心购。地址：福成大酒店北x
",1
尊敬的家长，您好！优加学苑晚自习作业辅导班开课了，语、数、英、物各科老师尽心为您的孩子答疑解惑，欢迎前来报名，前xx名者可享受x.x折,1
感谢致电富阳宝信宝马xS店.截至x月xx日空调清洗x折、添加剂买x送x及轮胎优惠等。售后热线xxxxxxxx；地址：富阳市金桥北路xx,1
领秀梦舒雅三八节活动开始了！全场x.x折+xx元起，全年仅一次，等您来抢！时间：x月x号至xx号。          地址：长安太阳新,1
，装修直省三万，品牌洁具免费送给您！xxxx元的实木复合烤漆门xxx元抱回家！更有黄金项链送给您！x号-xx号请您准时参加，地址:西大,1
"好消息：抢购华为MATEx：限量xx部，华为MATEx裸机优惠力度大价格均低于市场的批发价，购机xxxx元加送皮套，再加赠xxx元话
",1
荔湾祝女性朋友节日快乐！ x月x日进餐消费满xxx元，送xx元代金券;女性朋友可获赠荔湾秘制滋补养颜红豆露！电话：xxxxxx[荔湾美食城],1
"孩子的压岁钱是用了还是存了？压岁钱新存法！开门红最热销产品。一个月xxx元，          一年存xxxx元，隔年返xxxx元          一年存xxxx元，隔年返利息xxxx元，          一年存xxxx元，隔年返利息xxxx元！，每年还有分红且保本-就相当于你的小金库～多存多得！您的平安保险专员宋生
",1
"【安阳诚信塑料厂】祝老板您元宵节快乐，我厂防老化塑料布，新型盖布大幅让利客户！欢迎来电订购。电话xxxxxxxxxxx
",1
"尊敬的客户，尚品宅配小黎给您拜年啦。尚品宅配新年金禧大年开门有礼抢！活动期间全场正价柜类产品x折起，活动期间到店参加预存的客户将有机会
",1
"欢迎致电曼意玫瑰美容院，本店推出特色中医养生，专门改善面部和身体亚健康问题。全国连锁！欢迎惠顾！热线电话：xxxxxxxx
",1
"xxxx.x.x-xxxx.x.xx日开展新春豪礼，放价到底，好礼送不停活动.宝仕龙全景顶.集成吊顶，厨房原价xxxx元，现只需【xx
",1
x.x女王节，夏娃之秀感恩活动如下：满xxx立减xx，满xxx减xx，以此类推，活动日期：x月x日至x月xx日。,1
"迎x.x妇女节，爱莎美容院推出x.x女性关爱体检，仅需xxx元即可体验店内任何身体项目x次，另提前预约可免费享受艾灸一次，优惠多多，惊
",1
万力可订购中心！为回馈新老客户现订购一周期x盒xxx元，二周期xx盒xxxx元，三周期xx盒xxxx元x天无效全额退款，正品保证支持开箱验货，货到付款！订购请致电或短信至xxxxxxxxxxx杨经理。祝您生活愉快！,1
xxxxxxxxxxxxxxxxxxx杨德彪工行卡,1
尊敬的顾客您好！为庆祝三八国际妇女节，国贸超市x.x日——x.x日全场折扣促销答谢广大消费者！进口百货专厅八五折优惠酬宾，欢迎前来选购！,1
您好，还在为资金周转而烦恼吗？链家地产个人借款全面来袭：针对着急短期资金周转、有房没钱（商品房、商住两用）都可以，每个月收费x%，房子,1
"各位伙伴们，好消息！好消息！员工底薪从x月x日起，工资底薪调整到xxxx元每月。目前还差xxx名左右，拜托大家帮忙招聘人手，谢谢！。―
",1
您好，我是刚和您联系的北京轻舟装饰保定分公司客户专员，羊年开年钜惠，进店即送精美礼品，另有更多优惠…公司地址恒祥北大街秀兰锦观城北门西侧路 南，乘车路线xx/xx／xx/xxx秀兰新城下车电话xxxxxxx/xxxxxxx非常期待您光临。,1
"我现在在平安易贷呢，是无抵押，无担保的小额贷款。要是有需要联系我！/::D
",1
贺中国联通人民路营业厅于x月x日盛大开业，为感谢新老客户的支持，开业当日，凭本人身份证入店即送礼，手机最低价卖，小米x仅xxxx并送xxxx元话费，魅族魅蓝仅xxxx并送xxxx元话费。另苹果iPhone x三网通开业抢购价xxxx元，苹果xS三网通开业抢购价xxxx元，并送时尚自行车，先到先得，欢迎光临！,1
您好！正宇教育将于x月x日上午x点开展五年级英语公开课！直指孩子学习兴趣低，学习习惯差，学习方法弱三大症状！一次课照亮一学期，！敬请参与！,1
制香饰项链一条          x.购全场任一正价新品（x折），可专享指定新品x折优惠     众圆音儿B区x楼,1
"美涛美容x.x魅力女神季！凭此信息享受充值大优惠，最低x.x折！活动时间：xxxx.x.x-x.xx详情请咨询xxxx-xxxxxxx
",1
尊贵的顾客您好：贵和商厦三楼娅奴桑蚕丝专柜即日起至本月xx号全场桑蚕丝xxx元起，更多冬装x折起，时间有限，先到先得，娅奴全体员工恭候您的光,1
先生，您好！感谢您网上关注帕萨特 x.xT 双离合 xx周年纪念版 xxxx这款车，我是刚才给您打电话的高新嘉悦销售顾问 靖攀，欢迎您,1
您好！我是武汉市诺贝尔磁砖塞尚印象的伍燕华，我们现在针对x.xx的活动已经出来了，最低折扣可以达到一折噢！您看您最近几天有没有时间可以,1
【全民经纪人】思源地产招募兼职经纪人，佣金xx％；不坐班，没考核；全程保密；百家门店，全城布局。欢迎加盟，招聘电话xxxxxxxxxxx,1
"），各科名师精品小班x月x日开课，一對一时间自由，更多優惠詳情请拨打xxxxxxxxxxx地址：东山王家桥中天世纪新城Ax栋xx樓x号
",1
美女您好！银河泰商场于x月x至x月x日新推活动，VIP顾客任意消费满xxx元送太阳伞一把，满xxxx元送xx元美妆带金卷，持VIP的女,1
"值此元宵佳节之际恭祝您：元宵快乐，万事如意。夏凡尼?定制功能沙发特推出布艺功能沙发xxxx元，功能皮沙发xxxx元。贵宾热线：xxxxxxxxxxx井女士
",1
库车友好二楼巴拉巴拉专柜迎三八辣妈节新款春装低至x.x折，另有礼品相赠，活动曰期x月x日至x月xx日！,1
导。优胜教育现已强势入驻合肥，开业期间，特推出一个月免费自习，更有老师免费答疑。现在加入乐学俱乐部报名可立享x折优惠，另有价值千元宝典,1
"依之妮x.x大特惠 一、全场部分文胸x折，其中特价xx元起，劲爆大处价了！！！ 二.购买三件正品文胸打x.x折 三，凡是进店购买者必送
",1
欢迎致电!如家酒店硚口公园店，手机下载APP享受x倍积分返还，详情请拨打xxxxxxxx转x。地址：硚口区中山大道xxx号（义烈巷口）,1
尊敬的客户您好！您家宽带只要存话费，凭身份证就可免费领取高清电视机顶盒或xG智能手机  名额有限速来办理 xxxxxxx[孙村电信营业厅],1
"你好、小松鼠教育春季班开课了。报名送好礼、免费试学。地址：首创鴻恩二期xx-x-x(建行对面）欢迎來店咨询报名。在此祝您及家人新年快乐！
",1
您好！感谢致电叶子养生足浴，舒适的环境，优质的服务，让您洗去烦恼，冲走疲劳，放飞心情，尽情享受现代美好生活。【叶子养生足浴】,1
原创，丸美xx周年限量首发，x大无添加，好肤感，x担心！买防晒送x秒降温x度的肌肤灭火神器”冰沁修护泡芙精华露”，有机会中??周大福价,1
您好，时代购物二楼fed 女鞋春款全新上市，三八节有赠品相送。欢迎您的光临！,1
"家润多超市现已经签约入住。三楼商铺面积有xx-xxx㎡，售价x.x-x万。我们项目举行大让利活动，其中一楼商铺可直接享受xx万元优惠、
",1
"刚接到通知！华侨城天鹅堡有极少量工程抵款房出售！房源很少，价格非常优惠，你一定要过来，否则您肯定后悔！来售楼部找置业顾问：朱彦军
",1
东方爱婴专业从事x—x岁宝宝早期教育，我们有x个阶段x大体系xx门课程供您和宝宝选择。现推出春季报班送大礼优惠活动，报名即送xxx元抱,1
【JZ玖姿】和你一起喜迎--三八女人节！ x/  无锡八佰伴充值xxxx购xxxx，尊享折上折，单卡充值x万元封顶。截止x.x日 x/,1
号外号外@爱尚西街地下商城，衣饰风情店特价处理衣服，全场xx-xxx元，欢迎各位光临购买！,1
"欧诺厨柜新年发红包啦！全年最低价仅此一次！！新年开业前几名预订客户意外大礼+最低折扣，祝您羊年大吉，财运旺旺。欧诺厨柜主营厨柜、酒柜、
",1
五堰邮电街口荣华大厦xx楼x号大运装饰恭候您的光临。x月xx号活动更有大优惠，水电施工每平方x.xx元及万元大奖等你拿,1
"幸福女人节，雨兰欢乐“购”，我是女王，我有特权！x月x日至x日x日，全市女性朋友购物全场畅享x.x折优惠！让您感受前所未有
",1
"???【北京高院】通告！请您立即联系本院曹科长解除您与【我是歌手】栏目组签下的领奖表格协议合同，电话:xxxxx-xxx-xxx，如果您不解
",1
亲爱的朋友们，元宵节快乐！x月x号妇女节来临，永州步步高百货四楼李宁，春款xxx减xx，冬款出清全场低至x折，另满xxx送(xx元电子,1
"【云安阳光城】一环边、低密度、珍藏板式现椖，即买即住、即获产.权證；精.裝样板椖、全面开启，欢迎品鑒，xxxxxxxx/xxxxxxxx
",1
xxxx.xxxx.xxxx.xxxx.xxx农业银行，户名:覃少芳。,1
"一条龙全套服务 xxx分钟不限次数  强奸式口爆 波推 环游 毒龙 毛扫 舌头吸皮刮痧 致命xx式  丝袜 艳舞 制服 情趣诱惑 还
",1
亲爱的，家人们，品味女人养生会馆，三八女人节，活动开始进行：五元秒杀：牙刷，郁美净，浴盐，消毒液，湿巾，搓泥宝贝，二合一奶，限时：x.xx——xx点 特价产品：好太太洗衣液，六块九，海飞丝十二，舒蕾，八块九，飘柔，八块，  美即面膜，三块。 诗琳娜，思曼尔，专业美白，祛斑，满一百三十八，可抽奖一次，张张有奖，一等奖，蚕丝被，二等奖，小米手机，三等奖，不粘锅，四等奖，四次面护，两次补水，两次拔筋，五等奖，八杯水隔离，六等奖，生肌水， 再此祝大家：身体健康，一顺百顺，事事顺,1
"亲爱的VIP会员顾客，娇兰佳人感恩三八妇女节活动.全场名品护肤x.x折起，彩妆买xxx送xx，卫生巾x折起，沐浴露 洗发水第二件x折.
",1
公办统招大专xxxx年x月拿证，有派遣证，有档案，补报中。。。条件二十八周岁以内！专业多！详情致电xxxxxxxxxxx符老师,1
"明光路福特旗舰店周末四重约惠礼遇  一重礼:活动期间买翼虎即送xxxx升油还可获得专享电影票两张。 二重礼：活动期间订购福睿斯尊享xx
",1
尊敬的家长：您好！首祝羊年孩子学习进步，合家安康！并感谢您对博涵教育的信任与支持！新学期周六、日兴趣班开始啦！如有意向参加.请于周五前办理报名手续或电话联络.欢迎您的光临.如需咨询请致电.      此致……敬礼！     博涵教育    xxxx.x.x      成才热线：xxxxxxxxxxx…李校长     xxxxxxxxxxx…梁老师    xxxx-xxxxxxxx…办公室,1
抢奶粉喽！x月x日，点点宝贝xx周年庆店庆半价购奶粉再度来袭，一年就这一次，亲们，千万别错过哦！纸尿裤秒杀特价抢购，婴童春装鞋帽超,1
"华润邀您参加周日下午x点三八节活动：免费拍艺术照，美妆造型，男模走秀，家电x元起拍，签到抽奖！地址：熙悦广场新售楼部（动物园地铁口）
",1
闽东装饰”魅力女人节x.x宠爱来袭“八重钜 惠，超低折 扣，金牌随您挑！x.x日xx点阳光大酒店六楼，我们最懂女人心！xxxxxxxxxxx,1
"长虹空调xxxx旺季启动大会定于x月x日下午x点在中江新坪生态园召开，价格力度空前，礼品多多，先到先得，错过后悔一年。望各位老板带上公
",1
"家居携手天猫开创家装大时代xx年品质感恩回馈，现场签单送IPADmini豪华彩电冰箱洗衣机更有免单xx％!签到即美元红包及抽奖！详询雷
",1
【来宾迪卡轩、朝花夕拾】妩媚x.x时尚更有型！美丽专享冬装冬装x.x折！x、实付满xxx立减xx，x、实付满xxx立减xx，x、凡次性,1
先生，您好！新城金郡Mxx金座，即将推出精装复式两房，距xx号线白银路地铁站仅xx米，自家楼下有x万方物美超市方便您的生活。开发商客户,1
"哈森外国语城南中心感谢您的来电！我们将竭诚为您提供更专业的服务。课程有商务英语，少儿英语，阿语，西语，韩语。地址：稠州中路xxx号
",1
"实创装饰浩创·梧桐郡样板间预定活动将于x月x号在碧沙岗公园西门嵩阳饭店举行，装修轻松省x万，到场就有超值红包赠送，我是实创小秦。
",1
声场量贩x月x日起：狂欢午场xx元起；午场xx元包段赠xx元酒水；黄金夜场xxx元起赠超值酒水套餐。/:heart会员可积分还,1
年过完了，该挣钱了，澄城宜信普惠上班了，信用借款，无需抵押，最快当天到账，最高达十万元，全程透明，需要借款请联系我xxxxxxxxxxx,1
办理x-xx万高额信用卡，费用低下卡快，x-xx天下卡，先验卡后付费，电话xxxxxxx王经理,1
娱乐网址即将更新到：www.xxxxxx.com 即刻进入；返x.x%水无上限，特此通知！,1
三八缤纷女人节，为答谢新老顾客，奥丝蓝黛全场内衣x.x折，欢迎您的光临！地址：胜利东路奥丝蓝黛和正大南路奥丝蓝黛,1
惊爆大回馈价：紧需xxx！劲爆音符，音乐最嗨。 带你放松  激情无处不在 【金樽娱乐会所】无可替代！ 【惊爆价】九点前哈啤 今晚九点前散台方桌哈啤一百一箱，xxx一箱xxx一箱 是你们需要的激情 赶快行动吧。?xxxxxxxxxxx,1
"欲转手裕都温泉花城房产x套，车库储藏室x个，可直接办理房产证。有意者致电xxx xxx xxxxx。
",1
摩力克布艺x.xx厂家直销：全场窗帘、墙纸低至x.x折，特价除外。满xxxxx元送长虹xx寸电视，满xxxxx送长虹xx寸电视。满额就,1
"裴主任您好，祝元宵节快乐，羊年喜气洋洋，洋洋得意！ 武汉万达瑞华酒店最近在做周年店庆活动，住房价格推出优惠活动: xxxx无早餐 xx
",1
"你好，新年快乐，我是莫小天总代理，因为现在个做个的，我们的价格比他更优惠，更多礼品，，小x同志用品专卖  http://weidian
",1
"}朋友。最近好吗？有 上 好 的 茶 叶，还 是 原 来 的 味 道。你懂的。xxx丽xxxx丽xxxx广/佛
",1
"亲爱的小女，提前祝您“三八”节快乐哦！“三八”节老顾客所介绍的新顾客，享受xx元的“芳香背部排毒放松调理”项目x次，同时赠送您价值xx
",1
美丽女人，情动好礼，x月x-x号，万达百货蜜西娅全场冬装x折，春装满xxx减xx，优惠多多，祝您在家能偷懒，出门下餐馆;不用去上班，商场随便转;节日快乐! ......,1
"【理财资讯】交行春节期间保本保息理财，销售期x.xx-x.x，x万起售，新享xx天x.x%，x.xx到期；雨水xxx天x.x%，x.x到期。额度有限，预约认购。详询您的理财经理小夏xxxxxxx/xxxxxxxxxxx祝您新春快乐!
",1
"年价值一万的钢琴课。 “购琴送课”，活动期间购买价值xxxxx的KAWAI KUxxx就送专业教师上门一对一x年价值二万元的钢琴课。
",1
"约惠女人节，柏联百盛三楼女包FION品牌感恩特卖会x月x日至x日全场精选货品x至x折，百余个款式等你来挑选。专柜热线:xxxxxx
",1
你好.华联府东店味全奶粉x月x曰一x月x日打xx折.欢迎前来购买(x日.x日上午班.x日下午班),1
【娯楽場兰|桂|坊】祝您羊年快乐！诚邀进入xxxxxx .C x M领取xx現釒俦碼，xO%储款优恵，期待您的光临！{,1
"《典雅美容》亲该护理了!本月买水晶提拉卡、赠送眼部护理xx次，排毒xx次、老客带新客送价值xxx元的三重防晒霜x瓶
",1
工行卡号xxxxxx-xxxxxxxxxxxxx姓名黄冠滔,1
新年紅包大派送拉！！現活動期間洁具全場六折啦！！优惠多多！！我们地址在：新世纪领居农业银行右手边（九牧卫浴）活动截止x月xx日。我们店,1
"钱打到这个卡上：xxxx xxxx xxxx xxxx xxx，建行，户名：杨林丽，尽快，收到回信
",1
"jE a.go-d.info/?f=sxxxxxxxxxxxxxxx您好！苹果xS手机只要xxx元仅x台，限本号今日抢
",1
各位客户朋友，车司令移动洗车总部将于月底举行招商会，届时所有加盟商可以优惠xxxx元不等，欢迎您的到来，需要考察的客户，及时安排来沪行,1
惠特：直销PC阳光板，PC耐力板，真正质保十年四层阳光板，峰窝板，灯箱板 xxxxxxxxxxx 廖小姐   小榄惠特阳光板。,1
"新年好！拓维教育春季班招生啦！现在正在报名中，有需要的可以前往临湘拓维教育培训学校报名(也可直接电话报名)我们的开课时间定为下周末…提
",1
"全国三八节折扣参加商场买赠活动，不明折明扣，年前维护x折的春款不变，其余不得低于xx折，x月x日出库的商品一律不参加活动，活动时间
",1
开年有惊喜，活动乐翻天，买五金送东北大米现在开始了。凡在金岛五金单笔进货达到xxxx元起，就送东北大米壹袋，多买多送。x月xx(正月,1
"三月春季韩式个人彩妆专业授课开始了！！感兴趣的亲们本月报名享受x折优惠   地址 市南区福州南路xx号泛海名人广场x号楼xxx
",1
您好！香港时代国际拍卖有限公司，注册资金xxxx万，香港十大拍卖行，专业艺术品拍卖，现香港拍卖火热征集中！ 大陆征集地址：上海市杨浦区,1
大师你好，招炉子一名，xxxx左右，连锁店，稳定，工资准时，在古田四路，有人帮忙一下谢谢了，xxxxxxxxxxx徐,1
"x月，玫琳凯疯狂促销，新VIpxxxx元拿xxxx元产品了！不抓住此机会就是放弃自己的美丽，赶紧联系我哦，创历史的促销活动，分享给更多美丽的朋友
",1
"各位亲戚朋友，兄弟姐妹大家好，本人在保险公司上班，大家有保险方面的业务请联系我，本人将竭诚为您服务！！！如果车险方面您可以足不出户我就
",1
德佑&链家强强联手，实力更强，现因业务扩张急招英才。高底薪（xxxx--xxxx）+高提成（xx-xx％）提供住宿，工作地点：闵行区春,1
今天刚到一车广西优质甘蔗。质量顶级。欢迎商户速来订购。数量有限。咨询电话。xxxxxxxxxxx金桥超帆果业罗哥。,1
"把钱打到这个卡上，工行xxxxxxxxxxxxxxxxxxx.周兰 王斌
",1
"荔浦诱惑千色内衣连锁店，温情x月天，幸福女人节，x-x日贝佳人，香港美胸皇后内衣买一件送一件，仅此x天，关爱自己就趁现在。
",1
尊敬的家长：您好！未来星英语培训学校秋季特色班魔奇少儿英语班，笔畅作文班，家庭作业辅导班正在火热报名中……。真诚期待您的孩子前来加入，,1
"尊敬的家长，您好！感谢您对疯狂英语学校的信任与支持，本校xxxx春季班报名已正式开启，开设课程有：书法、小学英语、奥数、课后作业辅导、
",1
"东方丽人化妆品（正午店）三.八节日大放送。来就送买还送，好礼送不停让你超划算，满xx元即送品 牌沐浴露xxxml一瓶，并可参与积分还能换购
",1
"（圣迪奥）xx女人节活动开始了，百余款春秋款限时降价，另全场购满xxx减xx，xxx减xx，xxx减xxx，可累积减，活动时间x-x号
",1
中国好家居联合xx个大品牌在东方君悦大酒店x月x号中午xx:xx举办大型的团购会，力度空前绝后，厂家直销，现场砍价，大艺树地板欢迎您的光临！,1
玩乐购一体化，目前已经招商签约了欧尚超市、中影大型电影院等百家品牌入驻，xx年无忧托管，为您的财富保驾护航，抄底投资房价！敬待您的来电,1
"早上好！我是温州世通阀门厂的小杨，我公司专业生产法兰阀门，DNxx…DNxxx订做各种规格的非标法兰，质量保证，价格优惠，欢迎您来询价，电话xxxxxxxxxxx
",1
我是红桥地下超市，五星优护，超级飞帆x折销售。飞帆，星阶优护xx折销售。截止日期x月xx日结束。,1
尊敬的顾客您好，我是香港城永辉超市好之导购，好之从x月x号到x号，全场x折.欢迎前来选购。,1
尊敬客户：本店推出换机油送机油格且送洗车，优惠活动日期x月～x月，请各大客户到本店咨询各类优惠活动！（江门丰恒米其林弛加店）,1
"爱恋珠宝，三八距惠，购钻石送钯金、K金；购黄金送玉器；旧金增值xx％还款，还有更多优惠，爱恋珠宝璐璐期待您的光临！
",1
"尊敬的客户，欢迎致电中佑地产，我们专业代理二手房买卖出租，银行贷款办理，欢迎您的来电！【中佑地产】
",1
成实名师培训，成外本年级教师开课，xx人班名额迅速递减中，保利xx栋x单元xxx，报名热线：xxxxxxxxxxx,1
"乐荟城xxxx大手笔，獨立舖現買現蒩現賺，让你賺得狠更能賺得稳！xx-xxx玶獨立舖，xxろ起xx-xxx玶写字间火热发售中！xxxxxxx
",1
"金华东阳，皇家壹号K丅V，招聘公关小费xxx/xxx起！公主xxx起，提供宿舍，免台票，未上到班补贴xxx一天，报销车费，有意者联系电
",1
"""嫌去奥门太麻烦!?那就来xxxxxx。c○m 无限欢乐等着你。新年送祝福，来了就可获xx！满了x百就带走。""""""",1
丸美专柜喜迎三八，全场x折，数量有限欢迎前来选购！,1
武汉医疗器械一站式销售中心，专业销售医疗器械。绝对的平价销售。销售电话：xxxxxxxxxxx，QQ：xxxxxxxxxx。顺祝生意兴,1
利诗男内裤惊爆价xx元/盒。单笔购满xxx元即可送精美礼品一份。活动时间xxxx年x月x日—x月xx日欢迎您前来选购。地址：人民路，景,1
"您好！盛世山河装饰公司（地址：江北一桥桥头玫瑰湾三楼）现征集样板房，样板房可享受免费赠送价值xxxxx元产品，免费设计，免费量房，客服小尹
",1
"你的老朋友张辉坤提醒您：抢红包、拆礼盒啦!抢红包，xxx%有钱拿！拆礼盒，各种礼品随机发！x-x日赶紧加“荣川汽车”微信参加吧！活动期间购车巨惠，详询xxxxxxxxxxx
",1
"您好！我是君浩奥迪服务中心的小金，一汽授权奥迪专修店，品质技术跟xS一样，价格优惠很多，温州和瑞安都有店，存下小金号码有保养需要联系小金。
",1
"一年一度的女人节，雅黛丽祝您节日快乐，永远美丽，文胸正价八折优惠，一年仅此一次，VIP可以享受折上折哦，活动时间x月x日至x月x日，期
",1
"【Artmi旗舰店】x.x尚新，Artmi春上新。今晚x点开场，xx元起限时秒杀，全场x折起包邮，满xxx减xxx。
",1
老师你好，我是雅培促销，南坪新世纪江南商都周五到周日三天，雅培绿色菁智有机系列x.x折，蓝色菁智系列x折，欢迎前来购买，只有本店打折。,1
"家长朋友：您好！我是睿星贝贝国际早教小榄中心的李老师，我们中心现已开学，欢迎爸爸妈妈带孩子来参观体验！我们的地址是：小榄北区北秀路xx
",1
"胜轮商贸有限公司（专业代理赛轮、胜业轮胎）小祁祝您及家人元宵节快乐！
",1
"早上好！保利集团保利心语推出x号楼预约，xxxx元抵xxxxx元活动。价格会在x号楼均价xxxx元的基础上总价每套少x万左右，毛坯交付
",1
xxxxxxxxxxxxxxxxxxx邮政燕霞,1
